Datum,Konsumtion,Temperatur,Nederbördsmängd,Vindriktning,Vindhastighet,Lufttryck,Daggpunktstemperatur,K2_regression
2013-01-01,101.25421803116409,3.9,7.6,249.125,3.5250000000000004,1009.5791666666664,2.520833333333333,108.27326774588846
2013-01-02,107.11190006602482,6.4,0.0,266.4583333333333,7.1916666666666655,1012.6958333333336,4.6208333333333345,92.9333456724982
2013-01-03,102.09102975042991,6.0,0.4,301.9166666666667,5.833333333333335,1018.7750000000001,4.4208333333333325,95.38773320424065
2013-01-04,107.94871178529064,2.4,1.2,144.95833333333334,1.1416666666666668,1026.1166666666668,2.1583333333333337,117.47722098992261
2013-01-05,104.60146490822737,4.4,1.9,196.91666666666666,1.8333333333333337,1022.1541666666668,3.7624999999999997,105.20528333121041
2013-01-06,105.4382766274932,2.1,5.5,150.83333333333334,2.4666666666666663,1026.3625000000002,1.0833333333333333,119.31801163872944
2013-01-07,112.13277038161974,4.2,0.0,226.54166666666666,2.0125,1019.4000000000002,3.9333333333333336,106.43247709708163
2013-01-08,113.80639382015137,4.5,14.4,203.79166666666666,3.1041666666666665,1012.2125,4.0125,104.5916864482748
2013-01-09,108.78552350455645,-0.1,0.0,123.41666666666667,5.875,1007.1624999999999,-2.2000000000000006,122.95212596516558
2013-01-10,120.50088757427791,-1.7,0.2,168.33333333333334,5.245833333333333,1013.6999999999998,-5.041666666666667,125.253472588785
2013-01-11,129.7058164862019,-2.4,0.0,34.208333333333336,3.954166666666667,1020.4333333333333,-5.637500000000002,126.26031173661852
2013-01-12,130.54262820546774,-2.6,0.0,56.833333333333336,3.4041666666666672,1024.2416666666666,-5.470833333333334,126.54798006457094
2013-01-13,138.91074539812593,-2.9,2.4,92.54166666666667,3.3958333333333344,1018.4874999999997,-6.012499999999999,126.97948255649959
2013-01-14,140.58436883665757,-6.9,0.4,126.125,1.4083333333333332,1010.6583333333336,-7.704166666666667,132.7328491155482
2013-01-15,133.0530633632652,-10.4,0.0,56.625,1.2916666666666667,1014.5625000000001,-11.704166666666666,137.76704485471572
2013-01-16,140.58436883665757,-6.8,0.0,58.541666666666664,2.7458333333333336,1020.8250000000002,-8.55,132.58901495157198
2013-01-17,144.76842743298667,-5.7,0.0,50.375,3.6624999999999996,1019.1166666666668,-7.495833333333333,131.0068391478336
2013-01-18,148.95248602931574,-7.6,0.0,46.666666666666664,3.7875,1011.066666666667,-9.816666666666666,133.7396882633817
2013-01-19,157.32060322197395,-8.8,0.0,34.541666666666664,2.8708333333333336,1008.1750000000002,-10.962499999999999,135.46569823109627
