Datum,Konsumtion,Temperatur,Nederbördsmängd,Vindriktning,Vindhastighet,Lufttryck,Daggpunktstemperatur,K2_regression
2013-01-01,85.25523313327582,3.9,7.6,249.125,3.5250000000000004,1009.5791666666664,2.520833333333333,86.30526032789871
2013-01-02,88.46031708565462,6.4,0.0,266.4583333333333,7.1916666666666655,1012.6958333333336,4.6208333333333345,68.92414984855505
2013-01-03,85.89624992375158,6.0,0.4,301.9166666666667,5.833333333333335,1018.7750000000001,4.4208333333333325,71.70512752525003
2013-01-04,88.46031708565462,2.4,1.2,144.95833333333334,1.1416666666666668,1026.1166666666668,2.1583333333333337,96.73392661550488
2013-01-05,90.3833674570819,4.4,1.9,196.91666666666666,1.8333333333333337,1022.1541666666668,3.7624999999999997,82.82903823202997
2013-01-06,89.74235066660613,2.1,5.5,150.83333333333334,2.4666666666666663,1026.3625000000002,1.0833333333333333,98.81965987302614
2013-01-07,91.02438424755766,4.2,0.0,226.54166666666666,2.0125,1019.4000000000002,3.9333333333333336,84.21952707037747
2013-01-08,87.1782835047031,4.5,14.4,203.79166666666666,3.1041666666666665,1012.2125,4.0125,82.13379381285623
2013-01-09,83.97319955232432,-0.1,0.0,123.41666666666667,5.875,1007.1624999999999,-2.2000000000000006,108.66043300453994
2013-01-10,102.56268647612131,-1.7,0.2,168.33333333333334,5.245833333333333,1013.6999999999998,-5.041666666666667,115.62845488060857
2013-01-11,116.66505586658798,-2.4,0.0,34.208333333333336,3.954166666666667,1020.4333333333333,-5.637500000000002,118.6769644513886
2013-01-12,122.43420698086982,-2.6,0.0,56.833333333333336,3.4041666666666672,1024.2416666666666,-5.470833333333334,119.54796718589716
2013-01-13,126.28030772372436,-2.9,2.4,92.54166666666667,3.3958333333333344,1018.4874999999997,-6.012499999999999,120.85447128766005
2013-01-14,127.56234130467587,-6.9,0.4,126.125,1.4083333333333332,1010.6583333333336,-7.704166666666667,138.2745259778316
2013-01-15,128.8443748856274,-10.4,0.0,56.625,1.2916666666666667,1014.5625000000001,-11.704166666666666,153.5170738317317
2013-01-16,139.74166032371528,-6.8,0.0,58.541666666666664,2.7458333333333336,1020.8250000000002,-8.55,137.83902461057733
2013-01-17,140.38267711419104,-5.7,0.0,50.375,3.6624999999999996,1019.1166666666668,-7.495833333333333,133.04850957078014
2013-01-18,139.10064353323955,-7.6,0.0,46.666666666666664,3.7875,1011.066666666667,-9.816666666666666,141.32303554861159
2013-01-19,140.38267711419104,-8.8,0.0,34.541666666666664,2.8708333333333336,1008.1750000000002,-10.962499999999999,146.54905195566306
2013-01-20,145.5108114379971,-5.2,0.0,53.291666666666664,4.874999999999999,1011.7166666666667,-7.9375,130.8710027345087
2013-01-21,137.17759316181227,-3.7,0.0,63.25,3.4,1014.1749999999998,-6.9750000000000005,124.33848222569434
2013-01-22,131.40844204753046,-5.1,0.0,19.541666666666668,2.904166666666667,1014.3208333333337,-8.095833333333331,130.4355013672544
2013-01-23,134.61352599990923,-7.1,0.0,51.875,2.0333333333333328,1017.5083333333333,-10.279166666666667,139.14552871234017
2013-01-24,135.89555958086075,-7.7,0.0,121.29166666666667,1.3500000000000003,1021.1,-9.374999999999998,141.75853691586588
2013-01-25,139.74166032371528,-3.8,2.2,173.95833333333334,5.0249999999999995,1011.5458333333332,-6.333333333333333,124.77398359294862
2013-01-26,138.45962674276376,-0.6,2.8,171.45833333333334,4.5125,1000.0333333333332,-1.133333333333333,110.83793984081139
2013-01-27,129.48539167610315,1.2,2.1,191.65217391304347,3.6260869565217395,1003.9416666666666,0.591304347826087,102.99891523023419
2013-01-28,113.45997191420919,2.6,9.9,195.91666666666666,3.9833333333333325,998.5666666666665,1.8625,95.3434377771574
2013-01-29,103.84472005707282,5.3,3.6,219.33333333333334,4.616666666666667,992.0541666666664,3.554166666666667,76.57183845946626
2013-01-30,88.46031708565462,4.4,0.0,250.5,6.8041666666666645,990.9041666666667,1.7749999999999997,82.82903823202997
2013-01-31,88.46031708565462,0.5,2.9,192.29166666666666,1.8375000000000001,994.6125000000001,-0.21250000000000005,106.04742480101422
2013-02-01,95.51150178088797,-2.1,0.0,289.8333333333333,3.154166666666667,998.4166666666669,-3.0375,117.37046034962572
2013-02-02,105.7677704285001,-2.1,0.4,206.375,2.6666666666666665,1003.3958333333335,-2.0541666666666667,117.37046034962572
2013-02-03,108.33183759040313,1.5,5.0,226.04166666666666,4.599999999999999,992.9499999999998,0.4083333333333335,101.69241112847132
2013-02-04,103.84472005707282,1.0,3.1,230.70833333333334,3.7083333333333326,988.5124999999999,-0.37083333333333335,103.86991796474277
2013-02-05,101.28065289516978,0.1,1.1,294.0833333333333,3.470833333333333,991.9375,-0.8750000000000001,107.78943027003136
2013-02-06,99.99861931421827,-1.0,1.3,320.125,3.3375000000000004,1003.9708333333333,-2.345833333333333,112.57994530982855
2013-02-07,102.56268647612131,-1.4,0.9,82.79166666666667,3.283333333333333,1011.9208333333335,-2.787499999999999,114.3219507788457
2013-02-08,108.97285438087889,-4.2,2.1,215.5,2.395833333333333,1016.0624999999999,-5.6000000000000005,126.51598906196578
2013-02-09,119.22912302849102,-3.6,0.0,108.75,1.0541666666666665,1016.4749999999999,-5.449999999999999,123.90298085844005
2013-02-10,119.22912302849102,-2.6,0.6,73.70833333333333,2.716666666666667,1017.6666666666666,-5.8,119.54796718589716
2013-02-11,120.51115660944254,-4.1,0.8,25.416666666666668,3.120833333333333,1018.7958333333335,-5.454166666666667,126.0804876947115
2013-02-12,120.51115660944254,-5.3,0.0,143.58333333333334,0.8791666666666665,1025.0791666666667,-6.070833333333332,131.30650410176298
2013-02-13,116.66505586658798,-1.5,0.0,111.375,1.3708333333333336,1024.7166666666665,-2.7874999999999996,114.7574521461
2013-02-14,112.81895512373343,0.4,0.0,119.25,2.5416666666666665,1021.4208333333335,-1.275,106.4829261682685
2013-02-15,110.89590475230617,0.6,0.0,94.83333333333333,1.4000000000000001,1025.6375,-0.9833333333333334,105.61192343375993
2013-02-16,105.7677704285001,-0.1,2.4,183.95833333333334,1.9833333333333332,1026.1958333333332,-1.6624999999999999,108.66043300453994
2013-02-17,105.12675363802433,1.0,9.6,257.0,3.370833333333333,1016.7833333333333,0.2041666666666667,103.86991796474277
2013-02-18,105.7677704285001,-0.9,0.0,32.666666666666664,5.745833333333334,1017.1208333333334,-3.375,112.14444394257426
2013-02-19,106.40878721897586,-1.5,0.0,35.416666666666664,5.566666666666667,1027.3541666666667,-5.816666666666666,114.7574521461
2013-02-20,110.89590475230617,-3.2,0.0,38.166666666666664,3.5916666666666655,1027.7083333333333,-7.233333333333334,122.1609753894229
2013-02-21,108.97285438087889,-4.4,0.0,44.458333333333336,1.7708333333333328,1025.1041666666665,-7.595833333333334,127.38699179647436
2013-02-22,114.74200549516071,-2.4,0.1,46.583333333333336,3.904166666666667,1024.3666666666668,-5.8999999999999995,118.6769644513886
2013-02-23,115.38302228563646,-0.1,0.6,57.5,4.675,1023.3375000000001,-2.3416666666666663,108.66043300453994
2013-02-24,116.66505586658798,1.5,0.0,63.916666666666664,3.1625,1029.8750000000002,-1.7666666666666666,101.69241112847132
2013-02-25,98.07556894279101,-0.3,0.0,159.70833333333334,1.7041666666666666,1035.1458333333333,-2.2666666666666666,109.53143573904852
2013-02-26,96.79353536183949,-0.4,0.0,304.5416666666667,1.7791666666666668,1032.3166666666668,-2.525,109.96693710630281
2013-02-27,92.30641782850918,1.7,0.0,272.5,3.6208333333333336,1021.7208333333334,0.15833333333333335,100.82140839396274
2013-02-28,91.02438424755766,1.8,0.0,320.125,4.3708333333333345,1019.3958333333334,-2.225,100.38590702670845
2013-03-01,85.89624992375158,1.8,0.0,260.6666666666667,5.045833333333333,1014.9291666666667,-0.40833333333333327,100.38590702670845
2013-03-02,94.22946819993646,2.3,0.0,295.125,4.908333333333334,1016.0083333333332,-2.766666666666666,97.42917103467865
2013-03-03,89.10133387613037,1.5,0.0,201.16666666666666,1.904166666666666,1020.4208333333335,-2.129166666666667,101.69241112847132
2013-03-04,86.53726671422736,2.5,0.0,156.33333333333334,2.658333333333333,1012.7875000000003,-1.0708333333333335,96.03868219633115
2013-03-05,80.76811559994553,3.9,0.0,142.25,2.0208333333333335,1008.7041666666669,-0.12916666666666662,86.30526032789871
2013-03-06,73.07591411423643,2.9,0.0,84.70833333333333,5.104166666666665,1015.0124999999998,-7.6375,93.25770451963616
2013-03-07,80.76811559994553,0.8,0.0,94.875,5.995833333333334,1016.4833333333332,-7.562499999999999,104.74092069925135
2013-03-08,98.71658573326677,-0.9,0.0,84.70833333333333,5.858333333333334,1014.2375000000001,-8.895833333333334,112.14444394257426
2013-03-09,101.28065289516978,-3.8,0.0,62.291666666666664,6.2749999999999995,1013.5750000000002,-12.387500000000001,124.77398359294862
2013-03-10,114.10098870468495,-5.2,0.0,59.25,3.920833333333334,1013.6166666666667,-12.345833333333337,130.8710027345087
2013-03-11,112.17793833325767,-4.6,1.8,163.95833333333334,1.8,1007.2208333333334,-9.720833333333335,128.25799453098296
2013-03-12,101.92166968564555,-2.7,3.8,173.70833333333334,3.4999999999999996,1003.9375,-4.249999999999999,119.98346855315147
2013-03-13,108.33183759040313,-5.9,0.0,209.25,1.9458333333333329,1009.7666666666665,-7.191666666666666,133.91951230528872
2013-03-14,106.40878721897586,-6.4,0.0,118.0,1.0416666666666665,1015.15,-8.320833333333333,136.09701914156017
2013-03-15,97.43455215231523,-3.0,0.0,150.91666666666666,3.641666666666666,1016.520833333333,-6.291666666666667,121.28997265491432
2013-03-16,98.71658573326677,-0.7,0.0,124.625,5.654166666666668,1014.7541666666666,-6.695833333333334,111.27344120806568
2013-03-17,99.99861931421827,-1.3,0.2,93.54166666666667,7.237500000000001,1009.1374999999998,-9.862499999999999,113.88644941159141
2013-03-18,118.58810623801527,-2.3,1.8,52.041666666666664,6.129166666666667,1004.245833333333,-7.6875,118.24146308413431
2013-03-19,118.58810623801527,-2.6,0.3,80.875,4.104166666666667,1011.0125000000003,-5.7,119.54796718589716
2013-03-20,116.02403907611222,-2.9,0.4,47.916666666666664,4.204166666666666,1021.0916666666668,-6.25,120.85447128766005
2013-03-21,111.53692154278191,-5.0,0.0,52.916666666666664,4.391666666666666,1029.4999999999998,-10.345833333333335,130.0000000000001
2013-03-22,111.53692154278191,-4.5,0.0,83.20833333333333,3.025,1032.9208333333333,-10.841666666666667,127.82249316372865
2013-03-23,104.48573684754858,-2.3,0.0,65.08333333333333,2.5541666666666667,1031.0291666666667,-8.325,118.24146308413431
2013-03-24,100.63963610469403,-1.4,0.0,61.958333333333336,2.5500000000000003,1028.7,-7.758333333333334,114.3219507788457
2013-03-25,87.1782835047031,0.4,0.0,93.125,2.391666666666667,1023.5749999999998,-7.499999999999999,106.4829261682685
2013-03-26,82.05014918089704,-0.4,0.0,90.625,2.3249999999999997,1022.0750000000002,-5.541666666666667,109.96693710630281
2013-03-27,81.40913239042128,0.2,0.1,83.95833333333333,3.616666666666666,1019.0749999999998,-5.316666666666667,107.35392890277707
2013-03-28,89.10133387613037,-0.2,0.6,52.125,3.9791666666666665,1010.8416666666667,-3.366666666666667,109.09593437179423
2013-03-29,98.07556894279101,-0.0,0.0,109.0,3.0083333333333333,1008.9458333333332,-4.116666666666666,108.22493163728565
2013-03-30,101.92166968564555,0.7,0.0,178.20833333333334,3.0749999999999993,1013.6166666666667,-6.7375,105.17642206650564
2013-03-31,87.1782835047031,1.2,0.0,268.3333333333333,3.4874999999999994,1012.4708333333333,-5.966666666666665,102.99891523023419
2013-04-01,80.12709880946977,1.0,0.0,196.66666666666666,2.3291666666666666,1018.3083333333333,-6.579166666666669,103.86991796474277
2013-04-02,71.15286374280916,2.3,0.0,127.29166666666667,1.9750000000000003,1024.2083333333333,-6.083333333333333,97.42917103467865
2013-04-03,69.22981337138188,1.8,0.0,84.79166666666667,3.099999999999999,1020.0791666666665,-6.604166666666667,100.38590702670845
2013-04-04,67.30676299995461,3.0,0.0,48.666666666666664,3.366666666666666,1016.1500000000001,-6.437499999999999,92.56246010046242
2013-04-05,66.66574620947885,2.8,0.0,212.375,1.945833333333333,1018.4500000000002,-4.045833333333333,93.95294893880991
2013-04-06,64.74269583805157,2.4,0.0,273.6666666666667,4.1416666666666675,1015.3208333333333,-1.2375,96.73392661550488
2013-04-07,70.5118469523334,1.7,0.0,215.54166666666666,2.354166666666667,1013.1916666666667,-3.629166666666666,100.82140839396274
2013-04-08,69.22981337138188,1.5,0.0,105.66666666666667,3.7375000000000007,1013.0250000000001,-6.595833333333334,101.69241112847132
2013-04-09,73.71693090471219,2.4,0.0,92.70833333333333,4.929166666666666,1010.6458333333335,-3.1250000000000004,96.73392661550488
2013-04-10,80.76811559994553,2.9,0.8,104.29166666666667,5.145833333333333,1005.2458333333334,0.08333333333333336,93.25770451963616
2013-04-11,91.66540103803342,3.8,1.2,167.41666666666666,3.045833333333333,999.2208333333333,3.1999999999999993,87.00050474707245
2013-04-12,85.25523313327582,4.4,0.0,263.2916666666667,2.6875,1011.0333333333334,1.8083333333333336,82.82903823202997
2013-04-13,80.12709880946977,7.0,0.0,169.0,3.3333333333333326,1023.9208333333331,3.375,64.75268333351258
2013-04-14,56.409477561866716,12.4,0.7,161.79166666666666,3.7541666666666664,1019.2083333333334,7.2875000000000005,29.90657415200484
2013-04-15,39.102024219021246,10.8,0.0,137.95833333333334,2.6875,1016.8208333333337,8.291666666666666,39.76126629225557
2013-04-16,30.76880594283639,10.5,4.6,214.25,3.6166666666666667,1017.4499999999997,5.291666666666667,41.60902106855259
2013-04-17,31.40982273331215,11.3,0.0,202.54166666666666,5.945833333333333,1008.6083333333335,6.379166666666667,36.68167499842722
2013-04-18,33.33287310473943,8.1,0.0,239.66666666666666,6.045833333333334,1014.6749999999998,3.004166666666667,57.10499472260137
2013-04-19,47.43524249520611,7.4,0.0,290.2083333333333,2.9291666666666667,1029.05,1.308333333333333,61.97170565681759
2013-04-20,51.28134323806066,7.1,0.0,140.0,3.0916666666666672,1024.9541666666667,-2.5375,64.05743891433883
2013-04-21,48.71727607615762,7.9,1.1,177.08333333333334,2.341666666666667,1013.6125000000002,2.875,58.495483560948855
2013-04-22,46.15320891425459,9.9,0.0,242.33333333333334,6.112500000000001,1010.7208333333336,4.412499999999999,45.30453062114661
2013-04-23,46.794225704730344,10.3,0.7,244.625,4.870833333333334,1018.2833333333332,5.666666666666667,42.84085758608393
2013-04-24,36.53795705711821,8.4,13.0,271.5,3.2416666666666667,1020.2458333333334,2.9499999999999997,55.01926146508013
2013-04-25,39.743041009497006,6.7,0.0,294.5833333333333,3.275,1008.1666666666669,4.833333333333333,66.83841659103382
2013-04-26,48.076259285681864,7.0,0.0,314.9583333333333,3.1458333333333326,1008.308333333333,3.266666666666666,64.75268333351258
2013-04-27,47.43524249520611,7.8,0.0,250.25,3.3791666666666664,1013.1833333333334,2.9250000000000003,59.19072798012261
2013-04-28,36.53795705711821,7.8,0.3,205.75,4.820833333333334,1010.7708333333335,3.4374999999999996,59.19072798012261
2013-04-29,41.02507459044852,8.1,0.0,251.45833333333334,5.033333333333333,1018.566666666667,2.254166666666667,57.10499472260137
2013-04-30,43.58914175235155,7.0,0.0,222.54166666666666,2.1166666666666663,1025.4666666666667,2.2541666666666664,64.75268333351258
2013-05-01,41.66609138092428,6.4,0.0,282.3333333333333,3.141666666666667,1024.5958333333333,-0.058333333333333216,68.92414984855505
