Datum,Konsumtion,Temperatur,Nederbördsmängd,Vindriktning,Vindhastighet,Lufttryck,Daggpunktstemperatur,K2_regression
2013-01-01,77.67876404855068,3.9,7.6,249.125,3.5250000000000004,1009.5791666666664,2.520833333333333,88.81210981140693
2013-01-02,81.68094861311302,6.4,0.0,266.4583333333333,7.1916666666666655,1012.6958333333336,4.6208333333333345,73.13324103160359
2013-01-03,73.13082704336622,6.0,0.4,301.9166666666667,5.833333333333335,1018.7750000000001,4.4208333333333325,75.64186003637212
2013-01-04,76.04150672668426,2.4,1.2,144.95833333333334,1.1416666666666668,1026.1166666666668,2.1583333333333337,98.21943107928894
2013-01-05,79.67985633083184,4.4,1.9,196.91666666666666,1.8333333333333337,1022.1541666666668,3.7624999999999997,85.67633605544626
2013-01-06,85.86505065788272,2.1,5.5,150.83333333333334,2.4666666666666663,1026.3625000000002,1.0833333333333333,100.10089533286533
2013-01-07,82.22670105373516,4.2,0.0,226.54166666666666,2.0125,1019.4000000000002,3.9333333333333336,86.93064555783053
2013-01-08,80.0436912912466,4.5,14.4,203.79166666666666,3.1041666666666665,1012.2125,4.0125,85.04918130425413
2013-01-09,71.67548720170718,-0.1,0.0,123.41666666666667,5.875,1007.1624999999999,-2.2000000000000006,109.50963505884027
2013-01-10,92.41407994534835,-1.7,0.2,168.33333333333334,5.245833333333333,1013.6999999999998,-5.041666666666667,116.20036646819861
2013-01-11,100.05461411405827,-2.4,0.0,34.208333333333336,3.954166666666667,1020.4333333333333,-5.637500000000002,119.12756145979287
2013-01-12,111.87925032753787,-2.6,0.0,56.833333333333336,3.4041666666666672,1024.2416666666666,-5.470833333333334,119.96390288596265
2013-01-13,118.4282796150035,-2.9,2.4,92.54166666666667,3.3958333333333344,1018.4874999999997,-6.012499999999999,121.21841502521735
2013-01-14,120.2474544170773,-6.9,0.4,126.125,1.4083333333333332,1010.6583333333336,-7.704166666666667,137.94524354861318
2013-01-15,124.61347394205438,-10.4,0.0,56.625,1.2916666666666667,1014.5625000000001,-11.704166666666666,152.58121850658452
2013-01-16,133.8912654326307,-6.8,0.0,58.541666666666664,2.7458333333333336,1020.8250000000002,-8.55,137.5270728355283
2013-01-17,144.26056180445127,-5.7,0.0,50.375,3.6624999999999996,1019.1166666666668,-7.495833333333333,132.92719499159443
2013-01-18,134.25510039304544,-7.6,0.0,46.666666666666664,3.7875,1011.066666666667,-9.816666666666666,140.87243854020744
2013-01-19,136.98386259615614,-8.8,0.0,34.541666666666664,2.8708333333333336,1008.1750000000002,-10.962499999999999,145.89048709722618
2013-01-20,140.25837723988892,-5.2,0.0,53.291666666666664,4.874999999999999,1011.7166666666667,-7.9375,130.83634142616995
2013-01-21,131.16250322952,-3.7,0.0,63.25,3.4,1014.1749999999998,-6.9750000000000005,124.56378072989651
2013-01-22,124.79539142226176,-5.1,0.0,19.541666666666668,2.904166666666667,1014.3208333333337,-8.095833333333331,130.41817071308506
2013-01-23,122.79429913998058,-7.1,0.0,51.875,2.0333333333333328,1017.5083333333333,-10.279166666666667,138.78158497478296
2013-01-24,132.2540081107643,-7.7,0.0,121.29166666666667,1.3500000000000003,1021.1,-9.374999999999998,141.29060925329233
2013-01-25,127.70607110557981,-3.8,2.2,173.95833333333334,5.0249999999999995,1011.5458333333332,-6.333333333333333,124.9819514429814
2013-01-26,118.97403205562564,-0.6,2.8,171.45833333333334,4.5125,1000.0333333333332,-1.133333333333333,111.60048862426476
2013-01-27,112.60692024836739,1.2,2.1,191.65217391304347,3.6260869565217395,1003.9416666666666,0.591304347826087,104.07341578873663
2013-01-28,105.33022104007225,2.6,9.9,195.91666666666666,3.9833333333333325,998.5666666666665,1.8625,96.96512157690466
2013-01-29,75.8595892464769,5.3,3.6,219.33333333333334,4.616666666666667,992.0541666666664,3.554166666666667,80.03194329471707
2013-01-30,86.59272057871223,4.4,0.0,250.5,6.8041666666666645,990.9041666666667,1.7749999999999997,85.67633605544626
2013-01-31,78.77026892979495,0.5,2.9,192.29166666666666,1.8375000000000001,994.6125000000001,-0.21250000000000005,107.0006107803309
2013-02-01,84.95546325684583,-2.1,0.0,289.8333333333333,3.154166666666667,998.4166666666669,-3.0375,117.87304932053817
2013-02-02,100.78228403488778,-2.1,0.4,206.375,2.6666666666666665,1003.3958333333335,-2.0541666666666667,117.87304932053817
2013-02-03,107.69514828276817,1.5,5.0,226.04166666666666,4.599999999999999,992.9499999999998,0.4083333333333335,102.81890364948194
2013-02-04,98.41735679219185,1.0,3.1,230.70833333333334,3.7083333333333326,988.5124999999999,-0.37083333333333335,104.90975721490642
2013-02-05,99.32694419322875,0.1,1.1,294.0833333333333,3.470833333333333,991.9375,-0.8750000000000001,108.67329363267048
2013-02-06,106.96747836193866,-1.0,1.3,320.125,3.3375000000000004,1003.9708333333333,-2.345833333333333,113.27317147660433
2013-02-07,107.33131332235341,-1.4,0.9,82.79166666666667,3.283333333333333,1011.9208333333335,-2.787499999999999,114.94585432894391
2013-02-08,104.42063363903534,-4.2,2.1,215.5,2.395833333333333,1016.0624999999999,-5.6000000000000005,126.65463429532099
2013-02-09,121.52087677852894,-3.6,0.0,108.75,1.0541666666666665,1016.4749999999999,-5.449999999999999,124.14561001681162
2013-02-10,119.70170197645515,-2.6,0.6,73.70833333333333,2.716666666666667,1017.6666666666666,-5.8,119.96390288596265
2013-02-11,118.24636213479613,-4.1,0.8,25.416666666666668,3.120833333333333,1018.7958333333335,-5.454166666666667,126.2364635822361
2013-02-12,121.33895929832156,-5.3,0.0,143.58333333333334,0.8791666666666665,1025.0791666666667,-6.070833333333332,131.25451213925484
2013-02-13,122.97621662018797,-1.5,0.0,111.375,1.3708333333333336,1024.7166666666665,-2.7874999999999996,115.3640250420288
2013-02-14,112.97075520878214,0.4,0.0,119.25,2.5416666666666665,1021.4208333333335,-1.275,107.41878149341579
2013-02-15,103.1472112775837,0.6,0.0,94.83333333333333,1.4000000000000001,1025.6375,-0.9833333333333334,106.58244006724601
2013-02-16,103.69296371820583,-0.1,2.4,183.95833333333334,1.9833333333333332,1026.1958333333332,-1.6624999999999999,109.50963505884027
2013-02-17,104.78446859945011,1.0,9.6,257.0,3.370833333333333,1016.7833333333333,0.2041666666666667,104.90975721490642
2013-02-18,98.96310923281399,-0.9,0.0,32.666666666666664,5.745833333333334,1017.1208333333334,-3.375,112.85500076351943
2013-02-19,106.78556088173127,-1.5,0.0,35.416666666666664,5.566666666666667,1027.3541666666667,-5.816666666666666,115.3640250420288
2013-02-20,109.33240560463457,-3.2,0.0,38.166666666666664,3.5916666666666655,1027.7083333333333,-7.233333333333334,122.47292716447203
2013-02-21,127.52415362537243,-4.4,0.0,44.458333333333336,1.7708333333333328,1025.1041666666665,-7.595833333333334,127.49097572149078
2013-02-22,119.51978449624778,-2.4,0.1,46.583333333333336,3.904166666666667,1024.3666666666668,-5.8999999999999995,119.12756145979287
2013-02-23,117.51869221396662,-0.1,0.6,57.5,4.675,1023.3375000000001,-2.3416666666666663,109.50963505884027
2013-02-24,114.42609505044118,1.5,0.0,63.916666666666664,3.1625,1029.8750000000002,-1.7666666666666666,102.81890364948194
2013-02-25,102.96529379737632,-0.3,0.0,159.70833333333334,1.7041666666666666,1035.1458333333333,-2.2666666666666666,110.34597648501006
2013-02-26,101.50995395571728,-0.4,0.0,304.5416666666667,1.7791666666666668,1032.3166666666668,-2.525,110.76414719809496
2013-02-27,106.42172592131652,1.7,0.0,272.5,3.6208333333333336,1021.7208333333334,0.15833333333333335,101.98256222331216
2013-02-28,96.41626450991068,1.8,0.0,320.125,4.3708333333333345,1019.3958333333334,-2.225,101.56439151022725
2013-03-01,95.3247596286664,1.8,0.0,260.6666666666667,5.045833333333333,1014.9291666666667,-0.40833333333333327,101.56439151022725
2013-03-02,95.14284214845902,2.3,0.0,295.125,4.908333333333334,1016.0083333333332,-2.766666666666666,98.84658583048108
2013-03-03,98.41735679219185,1.5,0.0,201.16666666666666,1.904166666666666,1020.4208333333335,-2.129166666666667,102.81890364948194
2013-03-04,96.05242954949591,2.5,0.0,156.33333333333334,2.658333333333333,1012.7875000000003,-1.0708333333333335,97.5922763280968
2013-03-05,92.41407994534835,3.9,0.0,142.25,2.0208333333333335,1008.7041666666669,-0.12916666666666662,88.81210981140693
2013-03-06,86.7746380589196,2.9,0.0,84.70833333333333,5.104166666666665,1015.0124999999998,-7.6375,95.08365732332825
2013-03-07,83.50012341518679,0.8,0.0,94.875,5.995833333333334,1016.4833333333332,-7.562499999999999,105.7460986410762
2013-03-08,91.1406575838967,-0.9,0.0,84.70833333333333,5.858333333333334,1014.2375000000001,-8.895833333333334,112.85500076351943
2013-03-09,98.41735679219185,-3.8,0.0,62.291666666666664,6.2749999999999995,1013.5750000000002,-12.387500000000001,124.9819514429814
2013-03-10,113.69842512961165,-5.2,0.0,59.25,3.920833333333334,1013.6166666666667,-12.345833333333337,130.83634142616995
2013-03-11,120.42937189728467,-4.6,1.8,163.95833333333334,1.8,1007.2208333333334,-9.720833333333335,128.32731714766058
2013-03-12,113.3345901691969,-2.7,3.8,173.70833333333334,3.4999999999999996,1003.9375,-4.249999999999999,120.38207359904756
2013-03-13,113.51650764940429,-5.9,0.0,209.25,1.9458333333333329,1009.7666666666665,-7.191666666666666,133.76353641776421
2013-03-14,118.24636213479613,-6.4,0.0,118.0,1.0416666666666665,1015.15,-8.320833333333333,135.8543899831887
2013-03-15,111.15158040670836,-3.0,0.0,150.91666666666666,3.641666666666666,1016.520833333333,-6.291666666666667,121.63658573830224
2013-03-16,111.51541536712311,-0.7,0.0,124.625,5.654166666666668,1014.7541666666666,-6.695833333333334,112.01865933734965
2013-03-17,109.1504881244272,-1.3,0.2,93.54166666666667,7.237500000000001,1009.1374999999998,-9.862499999999999,114.52768361585902
2013-03-18,111.15158040670836,-2.3,1.8,52.041666666666664,6.129166666666667,1004.245833333333,-7.6875,118.70939074670798
2013-03-19,110.24199300567146,-2.6,0.3,80.875,4.104166666666667,1011.0125000000003,-5.7,119.96390288596265
2013-03-20,116.42718733272234,-2.9,0.4,47.916666666666664,4.204166666666666,1021.0916666666668,-6.25,121.21841502521735
2013-03-21,118.24636213479613,-5.0,0.0,52.916666666666664,4.391666666666666,1029.4999999999998,-10.345833333333335,130.00000000000017
2013-03-22,122.79429913998058,-4.5,0.0,83.20833333333333,3.025,1032.9208333333333,-10.841666666666667,127.90914643457569
2013-03-23,125.15922638267651,-2.3,0.0,65.08333333333333,2.5541666666666667,1031.0291666666667,-8.325,118.70939074670798
2013-03-24,117.88252717438137,-1.4,0.0,61.958333333333336,2.5500000000000003,1028.7,-7.758333333333334,114.94585432894391
2013-03-25,109.51432308484195,0.4,0.0,93.125,2.391666666666667,1023.5749999999998,-7.499999999999999,107.41878149341579
2013-03-26,100.23653159426564,-0.4,0.0,90.625,2.3249999999999997,1022.0750000000002,-5.541666666666667,110.76414719809496
2013-03-27,103.69296371820583,0.2,0.1,83.95833333333333,3.616666666666666,1019.0749999999998,-5.316666666666667,108.25512291958559
2013-03-28,106.6036434015239,-0.2,0.6,52.125,3.9791666666666665,1010.8416666666667,-3.366666666666667,109.92780577192516
2013-03-29,107.87706576297553,-0.0,0.0,109.0,3.0083333333333333,1008.9458333333332,-4.116666666666666,109.09146434575538
2013-03-30,101.87378891613206,0.7,0.0,178.20833333333334,3.0749999999999993,1013.6166666666667,-6.7375,106.1642693541611
